DBN,School Name,School Code,,Beginning Balance,Total Income,Total Expenses,Ending Balance,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,%NonWhite,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index,Total Enrollment,Raised per student
30Q078,P.S./I.S. 78Q,Q078,Q,96026.00,214080.00,81817.00,132263.00,177.00,0.24,32.00,0.04,186.00,0.25,47.00,0.06,295.00,0.40,0.60,85.00,0.12,40.00,0.05,171.00,0.23,0.20,737.00,290.47
31R062,The Kathleen Grimm School for Leadership and Sustainability,R062,R,55565.66,80782.45,137638.90,2107.21,13.00,0.05,3.00,0.01,33.00,0.12,4.00,0.01,229.00,0.81,0.19,51.00,0.18,4.00,0.01,80.00,0.28,0.22,282.00,286.46
29Q360,P.S. 360,Q360,Q,13541.36,59701.14,33362.69,26338.45,1.00,0.01,196.00,0.94,11.00,0.05,1.00,0.01,0.00,0.00,1.00,22.00,0.11,0.00,0.00,126.00,0.60,0.43,209.00,285.65
10X445,The Bronx High School of Science,X445,X,383311.29,849395.12,438896.70,410498.42,1957.00,0.65,79.00,0.03,213.00,0.07,95.00,0.03,672.00,0.22,0.78,42.00,0.01,1.00,0.00,1266.00,0.42,0.38,3016.00,281.63
13K282,P.S. 282 Park Slope,K282,K,45626.94,182379.95,107164.19,75215.26,22.00,0.03,298.00,0.46,162.00,0.25,18.00,0.03,150.00,0.23,0.77,117.00,0.18,12.00,0.02,286.00,0.44,0.50,650.00,280.58
31R030,P.S. 030 Westerleigh,R030,R,17278.33,227451.13,190008.77,37442.36,86.00,0.10,25.00,0.03,201.00,0.24,28.00,0.03,486.00,0.59,0.41,198.00,0.24,66.00,0.08,316.00,0.38,0.30,826.00,275.36
05M517,Teachers College Community School,M517,M,31829.84,85193.97,63248.37,21945.60,8.00,0.03,118.00,0.38,124.00,0.40,18.00,0.06,43.00,0.14,0.86,56.00,0.18,5.00,0.02,152.00,0.49,0.60,311.00,273.94
02M167,J.H.S. 167 Robert F. Wagner,M167,M,437771.69,374570.21,347850.40,464497.50,251.00,0.18,94.00,0.07,226.00,0.16,75.00,0.05,733.00,0.53,0.47,238.00,0.17,41.00,0.03,419.00,0.30,0.28,1379.00,271.62
03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,M485,M,746725.89,746725.89,741105.29,5620.60,543.00,0.20,274.00,0.10,470.00,0.17,231.00,0.08,1242.00,0.45,0.55,95.00,0.03,5.00,0.00,780.00,0.28,0.29,2760.00,270.55
02M111,P.S. 111 Adolph S. Ochs,M111,M,34067.03,110645.79,42138.15,68507.64,65.00,0.16,56.00,0.14,194.00,0.47,17.00,0.04,81.00,0.20,0.80,90.00,0.22,41.00,0.10,233.00,0.56,0.58,413.00,267.91
15K295,P.S. 295,K295,K,77031.02,114741.07,99439.05,92333.04,43.00,0.10,30.00,0.07,172.00,0.40,24.00,0.06,162.00,0.38,0.62,133.00,0.31,39.00,0.09,168.00,0.39,0.50,431.00,266.22
05M692,"High School for Mathematics, Science and Engineering at City College",M692,M,45981.65,128363.46,121923.37,52421.74,146.00,0.30,42.00,0.09,82.00,0.17,72.00,0.15,149.00,0.30,0.70,25.00,0.05,1.00,0.00,198.00,0.40,0.38,491.00,261.43
02M413,School of the Future High School,M413,M,79331.13,194299.50,80410.57,113888.93,150.00,0.20,84.00,0.11,181.00,0.24,74.00,0.10,260.00,0.35,0.65,159.00,0.21,5.00,0.01,326.00,0.44,0.41,749.00,259.41
31R008,P.S. 8 Shirlee Solomon,R008,R,43426.09,153297.92,140156.67,13141.25,63.00,0.11,8.00,0.01,86.00,0.14,9.00,0.02,430.00,0.72,0.28,127.00,0.21,18.00,0.03,213.00,0.36,0.29,596.00,257.21
31R006,P.S. 6 Corporal Allan F. Kivlehan School,R006,R,77632.67,135510.29,90274.20,84922.66,7.00,0.01,3.00,0.01,100.00,0.19,6.00,0.01,416.00,0.78,0.22,179.00,0.34,18.00,0.03,217.00,0.41,0.32,532.00,254.72
14K414,Brooklyn Arbor Elementary School,K414,K,175291.00,155517.76,134860.13,195948.63,19.00,0.03,16.00,0.03,389.00,0.63,23.00,0.04,169.00,0.27,0.73,130.00,0.21,59.00,0.10,349.00,0.57,0.60,616.00,252.46
21K239,Mark Twain I.S. 239 for the Gifted & Talented,K239,K,37798.00,335204.00,302589.00,32515.00,358.00,0.27,85.00,0.06,94.00,0.07,115.00,0.09,684.00,0.51,0.49,191.00,0.14,18.00,0.01,470.00,0.35,0.35,1336.00,250.90
27Q047,P.S. 047 Chris Galas,Q047,Q,23774.64,60473.97,49428.76,11045.21,2.00,0.01,4.00,0.02,39.00,0.16,4.00,0.02,195.00,0.80,0.20,66.00,0.27,4.00,0.02,106.00,0.43,0.35,244.00,247.84
31R035,P.S. 35 The Clove Valley School,R035,R,17053.45,99607.46,66083.00,33524.00,46.00,0.11,38.00,0.09,86.00,0.21,26.00,0.06,212.00,0.52,0.48,97.00,0.24,13.00,0.03,145.00,0.36,0.32,408.00,244.14
31R056,P.S. 56 The Louis Desario School,R056,R,1772.62,137955.74,112142.92,27585.44,31.00,0.05,6.00,0.01,98.00,0.17,4.00,0.01,439.00,0.76,0.24,167.00,0.29,8.00,0.01,182.00,0.32,0.28,578.00,238.68
02M104,J.H.S. 104 Simon Baruch,M104,M,88940.00,266097.50,160190.20,105907.30,389.00,0.35,84.00,0.08,196.00,0.18,57.00,0.05,390.00,0.35,0.65,174.00,0.16,54.00,0.05,478.00,0.43,0.40,1116.00,238.44
25Q193,P.S. 193 Alfred J. Kennedy,Q193,Q,11075.87,131236.20,113573.15,17663.05,107.00,0.19,5.00,0.01,111.00,0.20,9.00,0.02,327.00,0.59,0.42,85.00,0.15,35.00,0.06,183.00,0.33,0.25,559.00,234.77
30Q580,Baccalaureate School for Global Education,Q580,Q,88963.82,124818.92,4.00,,247.00,0.46,21.00,0.04,101.00,0.19,21.00,0.04,144.00,0.27,0.73,40.00,0.08,10.00,0.02,189.00,0.35,0.41,534.00,233.74
28Q303,The Academy for Excellence through the Arts,Q303,Q,20000.00,48800.00,46087.00,22913.00,75.00,0.36,12.00,0.06,40.00,0.19,6.00,0.03,78.00,0.37,0.63,28.00,0.13,3.00,0.01,50.00,0.24,0.22,211.00,231.28
15K130,P.S. 130 The Parkside,K130,K,111381.71,191990.56,185435.80,117936.47,146.00,0.18,46.00,0.06,181.00,0.22,43.00,0.05,415.00,0.50,0.50,162.00,0.20,63.00,0.08,300.00,0.36,0.43,831.00,231.04
03M075,P.S. 075 Emily Dickinson,M075,M,331647.30,126269.27,151129.03,306787.54,14.00,0.03,119.00,0.22,303.00,0.55,19.00,0.04,93.00,0.17,0.83,219.00,0.40,84.00,0.15,384.00,0.70,0.66,548.00,230.42
15K124,P.S. 124 Silas B. Dutcher,K124,K,39512.00,70215.00,24780.00,45435.00,64.00,0.21,8.00,0.03,163.00,0.53,13.00,0.04,57.00,0.19,0.81,60.00,0.20,51.00,0.17,188.00,0.62,0.66,305.00,230.21
30Q166,P.S. 166 Henry Gradstein,Q166,Q,92300.30,226887.24,126303.31,100583.93,234.00,0.23,43.00,0.04,428.00,0.43,40.00,0.04,255.00,0.26,0.75,112.00,0.11,145.00,0.15,668.00,0.67,0.61,1000.00,226.89
31R042,P.S. 042 Eltingville,R042,R,99621.68,232695.39,198184.07,34511.32,117.00,0.11,15.00,0.01,141.00,0.13,13.00,0.01,770.00,0.73,0.27,239.00,0.23,37.00,0.04,343.00,0.33,0.31,1056.00,220.36
02M442,"Ballet Tech, NYC Public School for Dance",M442,M,3211.24,30402.00,22174.00,8228.00,39.00,0.28,25.00,0.18,35.00,0.25,12.00,0.09,31.00,0.22,0.78,6.00,0.04,4.00,0.03,63.00,0.44,0.46,142.00,214.10
20K201,J.H.S. 201 The Dyker Heights,K201,K,103704.57,353287.83,196975.46,156312.37,898.00,0.54,9.00,0.01,263.00,0.16,6.00,0.00,475.00,0.29,0.71,220.00,0.13,161.00,0.10,1200.00,0.73,0.64,1651.00,213.98
01M020,P.S. 020 Anna Silver,M020,M,30303.69,101140.91,93918.84,37525.76,138.00,0.29,66.00,0.14,239.00,0.50,16.00,0.03,22.00,0.05,0.95,115.00,0.24,63.00,0.13,316.00,0.66,0.74,481.00,210.27
25Q184,P.S. 184 Flushing Manor,Q184,Q,4500.00,108427.00,81889.00,25788.00,233.00,0.45,1.00,0.00,70.00,0.14,10.00,0.02,204.00,0.39,0.61,87.00,0.17,60.00,0.12,243.00,0.47,0.36,518.00,209.32
31R032,P.S. 032 The Gifford School,R032,R,905.08,138870.87,126205.55,12665.32,61.00,0.09,3.00,0.00,113.00,0.17,13.00,0.02,489.00,0.72,0.28,179.00,0.26,32.00,0.05,234.00,0.35,0.31,679.00,204.52
13K056,P.S. 056 Lewis H. Latimer,K056,K,1461.59,53746.05,48443.04,5303.01,11.00,0.04,139.00,0.53,39.00,0.15,10.00,0.04,65.00,0.25,0.75,63.00,0.24,13.00,0.05,171.00,0.65,0.65,264.00,203.58
26Q041,P.S. 041 Crocheron,Q041,Q,55865.94,94444.28,86627.89,63682.83,245.00,0.53,6.00,0.01,90.00,0.19,13.00,0.03,110.00,0.24,0.76,84.00,0.18,35.00,0.08,175.00,0.38,0.31,464.00,203.54
03M163,P.S. 163 Alfred E. Smith,M163,M,189157.82,110621.73,142419.51,157360.04,37.00,0.07,103.00,0.19,227.00,0.41,32.00,0.06,152.00,0.28,0.72,103.00,0.19,30.00,0.05,264.00,0.48,0.48,551.00,200.77
06M178,Professor Juan Bosch Public School,M178,M,26062.13,56960.26,25800.08,31160.18,3.00,0.01,6.00,0.02,228.00,0.80,4.00,0.01,43.00,0.15,0.85,70.00,0.25,31.00,0.11,190.00,0.67,0.67,284.00,200.56
31R055,P.S. 055 Henry M. Boehm,R055,R,818.76,116401.97,112318.00,4083.97,35.00,0.06,2.00,0.00,72.00,0.12,5.00,0.01,468.00,0.80,0.20,138.00,0.24,21.00,0.04,201.00,0.35,0.28,582.00,200.00
31R059,The Harbor View School,R059,R,32764.58,59691.28,55533.66,29771.05,5.00,0.02,101.00,0.34,125.00,0.42,26.00,0.09,44.00,0.15,0.85,65.00,0.22,1.00,0.00,182.00,0.61,0.59,301.00,198.31
15K839,M.S. 839,K839,K,35756.58,68188.58,69790.15,34155.01,38.00,0.11,47.00,0.14,86.00,0.25,21.00,0.06,153.00,0.44,0.56,97.00,0.28,8.00,0.02,142.00,0.41,0.45,345.00,197.65
20K187,The Christa McAuliffe School\I.S. 187,K187,K,56379.87,186959.20,133405.55,53553.65,661.00,0.69,13.00,0.01,54.00,0.06,7.00,0.01,218.00,0.23,0.77,94.00,0.10,25.00,0.03,579.00,0.61,0.55,953.00,196.18
29Q208,P.S./I.S. 208,Q208,Q,16989.57,139901.45,124561.27,15340.18,58.00,0.08,519.00,0.73,101.00,0.14,29.00,0.04,7.00,0.01,0.99,121.00,0.17,3.00,0.00,299.00,0.42,0.33,714.00,195.94
05M362,Columbia Secondary School,M362,M,63892.09,139940.99,85696.36,54244.63,64.00,0.09,148.00,0.21,280.00,0.39,40.00,0.06,186.00,0.26,0.74,116.00,0.16,4.00,0.01,347.00,0.48,0.52,718.00,194.90
31R058,Space Shuttle Columbia School,R058,R,22678.52,129540.21,112837.28,16702.93,138.00,0.20,27.00,0.04,184.00,0.27,20.00,0.03,322.00,0.47,0.53,175.00,0.25,54.00,0.08,358.00,0.52,0.44,691.00,187.47
31R004,P.S. 004 Maurice Wollin,R004,R,59319.97,123476.97,62156.00,61320.97,81.00,0.12,18.00,0.03,131.00,0.19,18.00,0.03,430.00,0.63,0.37,208.00,0.31,39.00,0.06,258.00,0.38,0.35,678.00,182.12
01M839,Tompkins Square Middle School,M839,M,17634.22,65718.00,48199.00,17519.00,78.00,0.22,47.00,0.13,147.00,0.41,14.00,0.04,76.00,0.21,0.79,99.00,0.27,7.00,0.02,244.00,0.67,0.66,362.00,181.54
26Q205,P.S. 205 Alexander Graham Bell,Q205,Q,15596.18,55793.77,56325.78,15064.17,138.00,0.44,11.00,0.04,67.00,0.21,18.00,0.06,82.00,0.26,0.74,52.00,0.17,17.00,0.05,85.00,0.27,0.22,316.00,176.56
03M180,P.S. 180 Hugo Newman,M180,M,22889.37,89935.04,70587.15,36454.63,15.00,0.03,261.00,0.51,144.00,0.28,25.00,0.05,67.00,0.13,0.87,101.00,0.20,39.00,0.08,357.00,0.70,0.69,512.00,175.65
28Q144,P.S. 144 Col Jeromus Remsen,Q144,Q,245822.25,158159.04,180913.21,222571.00,315.00,0.35,11.00,0.01,162.00,0.18,72.00,0.08,345.00,0.38,0.62,119.00,0.13,44.00,0.05,194.00,0.21,0.20,905.00,174.76
22K277,P.S. 277 Gerritsen Beach,K277,K,6545.73,74518.00,72390.50,10754.50,67.00,0.16,10.00,0.02,52.00,0.12,7.00,0.02,297.00,0.69,0.31,90.00,0.21,28.00,0.07,213.00,0.49,0.37,433.00,172.10
08X392,Bronx Delta School,X392,X,1804.34,57779.76,41277.04,16502.72,22.00,0.07,46.00,0.14,218.00,0.64,6.00,0.02,47.00,0.14,0.86,62.00,0.18,23.00,0.07,246.00,0.73,0.60,339.00,170.44
20K264,P.S. 264 Bay Ridge Elementary School For The Arts,K264,K,48041.57,78215.00,38203.18,40011.82,57.00,0.12,15.00,0.03,158.00,0.34,7.00,0.02,223.00,0.49,0.52,117.00,0.25,58.00,0.13,305.00,0.66,0.59,460.00,170.03
02M411,Baruch College Campus High School,M411,M,40516.75,78774.92,69385.09,49906.58,166.00,0.35,17.00,0.04,63.00,0.13,27.00,0.06,202.00,0.43,0.58,60.00,0.13,5.00,0.01,184.00,0.39,0.39,475.00,165.84
75R037,The David Marquis School of the Arts,R037,R,9214.97,60650.00,5345.67,7195.33,26.00,0.07,59.00,0.16,110.00,0.30,12.00,0.03,159.00,0.43,0.57,366.00,1.00,24.00,0.07,284.00,0.78,0.80,366.00,165.71
01M184,P.S. 184m Shuang Wen,M184,M,106834.57,111622.74,80660.96,137796.35,468.00,0.69,27.00,0.04,89.00,0.13,43.00,0.06,51.00,0.08,0.93,106.00,0.16,99.00,0.15,459.00,0.68,0.66,678.00,164.64
31R065,P.S. 65 The Academy of Innovative Learning,R065,R,10153.48,71683.35,64362.74,7320.61,10.00,0.02,77.00,0.18,226.00,0.52,32.00,0.07,92.00,0.21,0.79,132.00,0.30,21.00,0.05,280.00,0.64,0.59,437.00,164.04
22K222,P.S. 222 Katherine R. Snyder,K222,K,41568.50,144317.26,114563.79,29753.47,191.00,0.22,122.00,0.14,159.00,0.18,26.00,0.03,390.00,0.44,0.56,199.00,0.22,93.00,0.11,461.00,0.52,0.40,888.00,162.52
27Q146,P.S. 146 Howard Beach,Q146,Q,9456.00,98519.00,83129.00,15390.00,33.00,0.05,9.00,0.01,241.00,0.39,10.00,0.02,330.00,0.53,0.47,136.00,0.22,13.00,0.02,290.00,0.47,0.28,623.00,158.14
26Q221,P.S. 221 The North Hills School,Q221,Q,40088.29,100143.53,105411.73,34820.09,402.00,0.63,16.00,0.03,94.00,0.15,11.00,0.02,112.00,0.18,0.82,80.00,0.13,41.00,0.07,237.00,0.37,0.26,635.00,157.71
17K770,P.S. 770 New American Academy,K770,K,18307.80,49984.80,39765.70,10218.70,8.00,0.03,171.00,0.54,30.00,0.10,46.00,0.15,62.00,0.20,0.80,45.00,0.14,7.00,0.02,168.00,0.53,0.54,317.00,157.68
24Q299,Bard High School Early College Queens,Q299,Q,36463.81,97742.36,85062.08,49144.09,230.00,0.36,66.00,0.10,121.00,0.19,18.00,0.03,208.00,0.32,0.68,34.00,0.05,1.00,0.00,274.00,0.43,0.40,643.00,152.01
14K084,P.S. 084 Jose De Diego,K084,K,84987.46,115971.35,109480.12,78496.23,26.00,0.03,45.00,0.06,467.00,0.61,40.00,0.05,186.00,0.24,0.76,134.00,0.18,95.00,0.12,372.00,0.49,0.57,764.00,151.79
25Q032,P.S. 032 State Street,Q032,Q,42733.77,150311.35,117886.11,32425.24,694.00,0.70,7.00,0.01,174.00,0.18,28.00,0.03,91.00,0.09,0.91,112.00,0.11,141.00,0.14,640.00,0.64,0.54,994.00,151.22
28Q139,P.S. 139 Rego Park,Q139,Q,13763.49,105552.11,102177.87,17137.73,205.00,0.28,18.00,0.03,193.00,0.26,25.00,0.03,291.00,0.40,0.60,124.00,0.17,160.00,0.22,439.00,0.60,0.55,732.00,144.20
28Q174,P.S. 174 William Sidney Mount,Q174,Q,4886.22,97437.28,99282.61,2494.89,239.00,0.35,19.00,0.03,175.00,0.26,36.00,0.05,212.00,0.31,0.69,65.00,0.10,75.00,0.11,230.00,0.34,0.33,681.00,143.08
15K497,The Boerum Hill School for International Studies,K497,K,29886.00,103315.00,53380.00,48935.00,29.00,0.04,217.00,0.30,167.00,0.23,49.00,0.07,261.00,0.36,0.64,150.00,0.21,52.00,0.07,328.00,0.45,0.48,723.00,142.90
26Q094,P.S. 094 David D. Porter,Q094,Q,12838.51,44173.63,46096.88,10915.26,184.00,0.59,10.00,0.03,50.00,0.16,10.00,0.03,56.00,0.18,0.82,45.00,0.15,33.00,0.11,139.00,0.45,0.36,310.00,142.50
26Q046,P.S. 046 Alley Pond,Q046,Q,13065.39,79278.13,80048.17,12295.35,354.00,0.63,27.00,0.05,81.00,0.15,21.00,0.04,76.00,0.14,0.86,131.00,0.23,69.00,0.12,260.00,0.47,0.39,559.00,141.82
15K447,The Math & Science Exploratory School,K447,K,122231.79,77114.00,82723.00,116662.00,60.00,0.11,62.00,0.11,111.00,0.20,22.00,0.04,290.00,0.53,0.47,130.00,0.24,6.00,0.01,148.00,0.27,0.28,545.00,141.49
26Q188,P.S. 188 Kingsbury,Q188,Q,70601.84,100433.33,113351.29,57683.88,431.00,0.60,9.00,0.01,47.00,0.07,27.00,0.04,206.00,0.29,0.71,63.00,0.09,19.00,0.03,184.00,0.26,0.21,720.00,139.49
27Q323,Scholars' Academy,Q323,Q,43546.32,185357.64,108072.38,64914.12,261.00,0.19,233.00,0.17,264.00,0.20,29.00,0.02,564.00,0.42,0.58,174.00,0.13,1.00,0.00,637.00,0.47,0.33,1351.00,137.20
26Q203,P.S. 203 Oakland Gardens,Q203,Q,6516.24,123362.91,98195.73,31683.42,683.00,0.75,15.00,0.02,91.00,0.10,20.00,0.02,105.00,0.12,0.89,79.00,0.09,135.00,0.15,385.00,0.42,0.34,914.00,134.97
10X024,P.S. 024 Spuyten Duyvil,X024,X,135826.04,113898.98,129030.42,120694.60,77.00,0.09,61.00,0.07,364.00,0.43,42.00,0.05,300.00,0.36,0.65,115.00,0.14,36.00,0.04,230.00,0.27,0.25,844.00,134.95
02M225,Ella Baker School,M225,M,66499.05,43638.75,52840.27,57297.53,19.00,0.06,49.00,0.15,99.00,0.31,30.00,0.09,127.00,0.39,0.61,61.00,0.19,5.00,0.02,91.00,0.28,0.35,324.00,134.69
02M933,City Knoll Middle School,M933,M,4096.24,22633.32,20097.99,6892.33,14.00,0.08,44.00,0.25,100.00,0.57,7.00,0.04,10.00,0.06,0.94,56.00,0.32,20.00,0.11,144.00,0.82,0.74,175.00,129.33
26Q186,P.S. 186 Castlewood,Q186,Q,18297.50,48556.68,52889.26,13964.18,132.00,0.35,50.00,0.13,68.00,0.18,13.00,0.04,113.00,0.30,0.70,112.00,0.30,4.00,0.01,132.00,0.35,0.33,376.00,129.14
26Q162,P.S. 162 John Golden,Q162,Q,9504.00,85201.00,84840.00,9865.00,476.00,0.72,11.00,0.02,71.00,0.11,17.00,0.03,86.00,0.13,0.87,96.00,0.15,131.00,0.20,398.00,0.60,0.44,661.00,128.90
20K229,P.S. 229 Dyker,K229,K,92556.84,160931.29,124137.92,129350.21,758.00,0.61,24.00,0.02,152.00,0.12,14.00,0.01,304.00,0.24,0.76,184.00,0.15,149.00,0.12,716.00,0.57,0.48,1252.00,128.54
31R041,The Stephanie A. Vierno School,R041,R,3266.98,89171.50,86600.20,2571.30,100.00,0.14,22.00,0.03,233.00,0.33,17.00,0.02,326.00,0.47,0.53,154.00,0.22,101.00,0.15,456.00,0.65,0.52,698.00,127.75
22K052,P.S. 052 Sheepshead Bay,K052,K,22319.38,103401.69,112050.18,16314.89,148.00,0.18,121.00,0.15,114.00,0.14,13.00,0.02,421.00,0.52,0.49,108.00,0.13,212.00,0.26,622.00,0.76,0.70,817.00,126.56
15K230,P.S. 230 Doris L. Cohen,K230,K,54797.50,138371.44,125054.99,68113.95,515.00,0.46,20.00,0.02,368.00,0.33,23.00,0.02,185.00,0.17,0.83,192.00,0.17,276.00,0.25,800.00,0.72,0.76,1111.00,124.55
28Q190,J.H.S. 190 Russell Sage,Q190,Q,53699.34,133440.36,79081.33,54359.03,351.00,0.32,76.00,0.07,293.00,0.27,41.00,0.04,321.00,0.30,0.70,152.00,0.14,110.00,0.10,454.00,0.42,0.40,1082.00,123.33
11X108,P.S. 108 Philip J. Abinanti,X108,X,6956.96,71836.98,59771.44,25017.09,78.00,0.13,27.00,0.05,242.00,0.41,11.00,0.02,230.00,0.39,0.61,88.00,0.15,77.00,0.13,456.00,0.78,0.58,588.00,122.17
21K212,P.S. 212 Lady Deborah Moody,K212,K,30809.09,87910.61,59038.46,28872.15,245.00,0.34,86.00,0.12,264.00,0.37,8.00,0.01,117.00,0.16,0.84,179.00,0.25,152.00,0.21,608.00,0.84,0.82,720.00,122.10
21K097,P.S. 97 The Highlawn,K097,K,17074.13,93357.85,79823.17,13534.68,390.00,0.51,11.00,0.01,169.00,0.22,5.00,0.01,195.00,0.25,0.75,132.00,0.17,230.00,0.30,493.00,0.64,0.68,770.00,121.24
31R053,The Barbara Esselborn School,R053,R,5262.38,101203.84,100944.99,258.85,133.00,0.16,10.00,0.01,105.00,0.13,19.00,0.02,573.00,0.68,0.32,170.00,0.20,44.00,0.05,316.00,0.38,0.31,840.00,120.48
31R052,P.S. 052 John C. Thompson,R052,R,19255.15,69590.28,64340.15,24505.28,124.00,0.21,8.00,0.01,112.00,0.19,13.00,0.02,324.00,0.56,0.44,114.00,0.20,96.00,0.17,362.00,0.62,0.52,581.00,119.78
25Q079,P.S. 079 Francis Lewis,Q079,Q,36413.83,128563.17,79056.21,49506.96,587.00,0.54,5.00,0.01,219.00,0.20,13.00,0.01,264.00,0.24,0.76,132.00,0.12,132.00,0.12,541.00,0.50,0.38,1088.00,118.16
26Q376,P.S. 376,Q376,Q,4183.86,20283.37,15959.52,8507.71,102.00,0.59,8.00,0.05,34.00,0.20,5.00,0.03,24.00,0.14,0.86,18.00,0.10,24.00,0.14,80.00,0.46,0.39,173.00,117.24
26Q026,P.S. 026 Rufus King,Q026,Q,24574.36,83732.30,77376.15,30930.51,438.00,0.61,69.00,0.10,108.00,0.15,18.00,0.03,82.00,0.12,0.89,129.00,0.18,99.00,0.14,472.00,0.66,0.55,715.00,117.11
22K078,J.H.S. 078 Roy H. Mann,K078,K,5850.80,66414.76,47832.04,18582.72,38.00,0.07,375.00,0.66,61.00,0.11,17.00,0.03,78.00,0.14,0.86,137.00,0.24,36.00,0.06,423.00,0.74,0.63,569.00,116.72
26Q213,P.S. 213 The Carl Ullman School,Q213,Q,39253.25,53213.40,40836.73,51629.92,299.00,0.66,32.00,0.07,66.00,0.15,7.00,0.02,52.00,0.11,0.89,58.00,0.13,62.00,0.14,251.00,0.55,0.48,456.00,116.70
05M125,P.S. 125 Ralph Bunche,M125,M,12706.41,33136.66,17134.37,28708.70,12.00,0.04,108.00,0.38,104.00,0.37,13.00,0.05,47.00,0.17,0.84,50.00,0.18,6.00,0.02,190.00,0.67,0.66,284.00,116.68
17K705,Brooklyn Arts and Science Elementary School,K705,K,10694.38,42908.80,27965.73,25637.45,17.00,0.05,169.00,0.46,106.00,0.29,9.00,0.02,69.00,0.19,0.81,91.00,0.25,48.00,0.13,246.00,0.67,0.61,370.00,115.97
25Q169,P.S. 169 Bay Terrace,Q169,Q,28063.11,49972.33,50885.02,27150.42,150.00,0.35,19.00,0.04,113.00,0.26,14.00,0.03,138.00,0.32,0.68,64.00,0.15,31.00,0.07,150.00,0.35,0.29,434.00,115.14
30Q501,Frank Sinatra School of the Arts High School,Q501,Q,25356.18,97712.15,78233.65,19478.50,97.00,0.11,113.00,0.13,282.00,0.33,55.00,0.06,306.00,0.36,0.64,160.00,0.19,7.00,0.01,331.00,0.39,0.36,853.00,114.55
22K889,P.S. 889,K889,K,12883.00,15532.12,15876.90,0.00,23.00,0.17,48.00,0.35,25.00,0.18,5.00,0.04,35.00,0.26,0.74,10.00,0.07,12.00,0.09,84.00,0.62,0.61,136.00,114.21
06M348,Washington Heights Expeditionary Learning School,M348,M,8754.27,98613.91,84183.68,14430.23,10.00,0.01,30.00,0.04,788.00,0.91,6.00,0.01,30.00,0.04,0.97,177.00,0.21,139.00,0.16,697.00,0.81,0.84,864.00,114.14
31R034,I.S. 034 Tottenville,R034,R,75520.11,121042.31,113561.78,83000.64,55.00,0.05,9.00,0.01,140.00,0.13,11.00,0.01,846.00,0.80,0.20,312.00,0.29,21.00,0.02,402.00,0.38,0.26,1061.00,114.08
20K176,P.S. 176 Ovington,K176,K,46079.12,147417.58,145676.42,47820.28,877.00,0.68,6.00,0.01,262.00,0.20,11.00,0.01,137.00,0.11,0.89,146.00,0.11,297.00,0.23,1105.00,0.86,0.78,1293.00,114.01
20K204,P.S. 204 Vince Lombardi,K204,K,70290.05,126311.92,85130.74,41181.18,593.00,0.53,4.00,0.00,210.00,0.19,8.00,0.01,296.00,0.27,0.73,178.00,0.16,153.00,0.14,800.00,0.72,0.62,1111.00,113.69
26Q159,P.S. 159,Q159,Q,18477.29,75216.21,77464.12,16229.38,409.00,0.62,6.00,0.01,94.00,0.14,12.00,0.02,141.00,0.21,0.79,96.00,0.15,117.00,0.18,309.00,0.47,0.39,662.00,113.62
25Q294,BELL Academy,Q294,Q,9875.00,41149.00,23018.00,18131.00,133.00,0.37,14.00,0.04,95.00,0.26,8.00,0.02,113.00,0.31,0.69,75.00,0.21,7.00,0.02,150.00,0.41,0.37,363.00,113.36
31R069,P.S. 069 Daniel D. Tompkins,R069,R,8872.67,101599.04,94135.51,7463.53,213.00,0.23,21.00,0.02,192.00,0.21,24.00,0.03,475.00,0.51,0.49,213.00,0.23,132.00,0.14,535.00,0.58,0.49,925.00,109.84
26Q173,P.S. 173 Fresh Meadows,Q173,Q,24437.88,105612.79,118235.25,11815.42,570.00,0.59,16.00,0.02,111.00,0.12,21.00,0.02,246.00,0.26,0.75,145.00,0.15,106.00,0.11,528.00,0.55,0.45,964.00,109.56
03M191,The Riverside School for Makers and Artists,M191,M,26777.00,61856.00,25121.00,36735.00,42.00,0.07,171.00,0.30,245.00,0.43,11.00,0.02,96.00,0.17,0.83,138.00,0.24,39.00,0.07,384.00,0.68,0.67,565.00,109.48
31R029,P.S. 029 Bardwell,R029,R,2060.26,65563.33,67371.90,2430.69,113.00,0.19,43.00,0.07,134.00,0.22,20.00,0.03,292.00,0.49,0.52,124.00,0.21,40.00,0.07,319.00,0.53,0.41,602.00,108.91
30Q084,P.S. 084 Steinway,Q084,Q,2413.57,30570.08,26140.79,4429.29,22.00,0.08,17.00,0.06,114.00,0.40,6.00,0.02,126.00,0.44,0.56,49.00,0.17,28.00,0.10,153.00,0.54,0.58,285.00,107.26
24Q087,P.S./I.S. 087 Middle Village,Q087,Q,33046.57,64877.67,21444.03,43433.64,30.00,0.05,12.00,0.02,341.00,0.55,11.00,0.02,223.00,0.36,0.64,136.00,0.22,55.00,0.09,345.00,0.56,0.51,617.00,105.15
